nom1,nom2,lat,lon
Accès Camping de Boulogne,Allée du Bord de l'Eau,2.2348687,48.8682123
Accès Parking,Boulevard du Montparnasse,2.3320375,48.8412514
Accès Parking Alma Georges V,Sortie Parking Alma Georges V,2.3014348,48.8652666
Accès Parking Baudoyer,Rue de Rivoli,2.3554159,48.856532
Accès Parking Centre Pompidou,Rue Beaubourg,2.3534388,48.86116915
Accès Parking Champs-Élysées,Rue La Boétie,2.3054805,48.8706255
Accès Parking Concorde,Place de la Concorde,2.3201142,48.8661395
Accès Parking de l'Hôtel de Ville,Quai de Gesvres,2.3494889,48.8565204
Accès Parking des Petits Champs,Rue du Colonel Driant,2.3403399,48.8634085
Accès Parking du Pont de l'Europe,Boulevard des Batignolles,2.3211766,48.8821256
Accès Parking du Rond-Point,Avenue Matignon,2.310811,48.8693402
Accès Parking du Rond-Point,Promenade des Champs Elysées,2.31102286666667,48.8690534666667
Accès Parking Étoile - Foch,Avenue Foch,2.2830244,48.8725111
Accès Parking Euronort Lariboisière,Rue Ambroise Paré,2.3522009,48.8819859
Accès Parking Gare du Nord,Rue de Compiègne,2.35368099363687,48.8802332635114
Accès Parking Gare du Nord,Rue de Dunkerque,2.35370605030271,48.8801515959582
Accès Parking Haussmann Berri,Boulevard Haussmann,2.3092513,48.875036
Accès Parking Hoche,Avenue Hoche,2.3023086,48.8768076
Accès Parking Jean Bouin,Rue Nungesser et Coli,2.2520339,48.8443596
Accès Parking Kléber,Avenue Kléber,2.289533,48.8661934
Accès Parking La Tour Maubourg,Quai d'Orsay,2.3096351,48.8623975
Accès Parking La Tour Maubourg,Rue Desgenettes,2.3096351,48.8623975
Accès Parking Lobau Rivoli,Rue de Lobau,2.3533145,48.8561017
Accès Parking Lutèce,Boulevard du Palais,2.3459488,48.85542135
Accès Parking Madeleine Tronchet,Place de la Madeleine,2.32397615,48.87034795
Accès Parking Malesherbes Anjou,Boulevard Malesherbes,2.3212851,48.87285595
Accès Parking Maubert - Saint-Germain,Boulevard Saint-Germain,2.3508914,48.8495946
Accès Parking Montparnasse Raspail,Boulevard du Montparnasse,2.3307428,48.8415344
Accès Parking Notre-Dame,Parvis Notre-Dame - Place Jean-Paul II,2.34763425,48.85374925
Accès Parking Notre-Dame,Rue de la Cité,2.3473522,48.8540077
Accès Parking Opéra Bastille,Avenue Daumesnil,2.3713874,48.8492731
Accès Parking Parking Pierre Charron,Rue Pierre Charron,2.3047146,48.8702163
Accès Parking Picpus Nation,Boulevard de Picpus,2.4001536,48.846518
Accès Parking Place Victor Hugo,Avenue Victor Hugo,2.2847313,48.8694107
Accès Parking Pont Neuf,Quai des Orfèvres,2.3427088,48.8556196
Accès Parking Porte de Saint-Cloud,Avenue de la Porte de Saint-Cloud,2.2539642,48.8386937
Accès Parking Porte de Saint-Cloud,Avenue du Parc des Princes,2.2545894,48.8399671
Accès Parking Porte de Saint-Cloud,Boulevard Périphérique Intérieur,2.25410935033483,48.8399432116344
Accès Parking Porte Maillot,Place de la Porte Maillot,2.281818,48.8771494
Accès Parking Pyramides,Avenue de l'Opéra,2.3341256,48.8663923
Accès Parking Rivoli - Pont Neuf,Rue du Pont Neuf,2.343482,48.8593533
Accès Parking Saint-Germain des Prés,Boulevard Saint-Germain,2.33160055,48.85417635
Accès Parking Saint-Germain des Prés,Rue du Dragon,2.3315718,48.8541094
Accès Parking Saint-Germain l'Auxerrois,Place du Louvre,2.3409425,48.860298
Accès Parking Versailles - Paul Reynaud,Avenue de Versailles,2.2628022,48.8396061
Accès Parking Villiers,Avenue de Villiers,2.3144698,48.881753
Accès Turbigo (Voie A1),Entrée Turbigo,2.3478516,48.863443
Accès Turbigo (Voie A1),Sortie Turbigo (Voie S1),2.34787758051454,48.8629816185551
Accès Turbigo (Voie A1),Souterrain Grande Boucle (Voie BCL),2.3478933,48.8629747
Aire Livraison Nord,Accès Turbigo (Voie A1),2.3478516,48.863443
Aire Livraison Nord,Entrée Turbigo,2.3478516,48.863443
Aire Livraison Nord,Rue Mondétour,2.34802940242218,48.8629130211755
Aire Livraison Nord,Sortie Turbigo (Voie S1),2.34714183637742,48.862975801925
Aire Livraison Nord,Souterrain Grande Boucle (Voie BCL),2.34761672321626,48.8629935104859
Allée 39/45,Allée des Arbres,2.3195438,48.8227708
Allée 39/45,Allée des Chapelles,2.3191887,48.8221515
Allée Adrienne Lecouvreur,Rue Savorgnan de Brazza,2.3026001,48.8545914
Allée Alexandre Vialatte,Rue André Pieyre de Mandiargues,2.3571172,48.8216415
Allée Alfred Lacroix-Edmond Perrier,Allée Jussieu,2.36077557227886,48.8436038447032
Allée Alquier-Debrousse,Boulevard Davout,2.4091345,48.861392
Allée Alquier-Debrousse,Rue des Balkans,2.4064098,48.8611735
Allée André Breton,Allée Paul Verlaine,2.3403945,48.8288627
Allée Anne de Beaujeu,Passage des Fours à Chaux,2.3728198,48.879461
Allée Antonin Artaud,Allée Guillaume Appolinaire,2.340174,48.8274686
Allée Arthur Honegger,Allée Darius Milhaud,2.3934654,48.8864071
Allée Arthur Rimbaud,Quai François Mauriac,2.3792453,48.8326011
Allée Avril de Sainte-Croix,Allée Davia,2.2700748,48.8583808
Allée Baltard,Allée Jules Supervielle,2.3444952,48.862401
Allée Baltard,Souterrain Grande Boucle (Voie BCL),2.34411622959927,48.8625145531514
Allée Becquerel,Allée Alfred Lacroix-Edmond Perrier,2.35850174912801,48.8430163658865
Allée Becquerel,Allée Haüy,2.3588265,48.8424753
Allée Cavalière,Allée des Lapins,2.4254902,48.8333827
Allée Cavalière,Route Dauphine,2.4407627,48.8266515
Allée Cavalière,Route de la Demi-Lune,2.4370554,48.8256245
Allée Cavalière,Route de la Pompadour,2.4293946,48.827736
Allée Cavalière,Route de la Tourelle,2.43055855,48.83081525
Allée Cavalière,Route Saint-Louis,2.4268841,48.8288954
Allée Celestin Hennion,Quai de la Corse,2.3478634,48.85579465
Allée Centrale,Allée de Castigliones,2.3261807,48.8638623
Allée Centrale,Allée de Diane,2.32820938858574,48.8632158490258
Allée Charles Brennus,Rue Nungesser et Coli,2.2518205,48.8439112
Allée Chauveau Lagarde,Allée Lenoir,2.3274524,48.8384939
Allée Chauveau Lagarde,Allée Raffet,2.3265711,48.8373504
Allée Chevreul,Rue Linné,2.3549135,48.8438627
Allée Circulaire,Allée Lenoir,2.3265707,48.8387807
Allée Circulaire,Allée Raffet,2.3256902,48.8376327
Allée Colette Heilbronner,Boulevard Berthier,2.3117798,48.8935643
Allée Colette Heilbronner,Pont Berthier,2.3092392,48.8922587
Allée Colette Heilbronner,Rue Mstislav Rostropovitch,2.3092392,48.8922587
Allée Daubenton,Allée Alfred Lacroix-Edmond Perrier,2.3623245,48.844004
Allée Daubenton,Allée Haüy,2.3626424,48.8434561
Allée Davia,Boulevard Suchet,2.26483235,48.85744175
Allée Davia,Place de la Porte de Passy,2.2647516,48.8574876
Allée de Castigliones,Allée de Castiglione,2.3253301,48.8626957
Allée de la 2e Division Blindée,Dépose Minute - Montparnasse 2,2.31771563392841,48.8388501098322
Allée de la Comtesse de Ségur,Avenue Van Dyck,2.3062543,48.8784559
Allée de la Courtille,Passage Piat,2.3866524,48.8707624
Allée de la Garance,Square du Diapason,2.3896506,48.8888049
Allée de la Glacière,Allée du Rond-Point,2.3482579,48.8177678
Allée de la Mire,Allée du Lac,2.3410639,48.8202795
Allée de la Mire,Boulevard Jourdan,2.3416221,48.8199185
Allée de la Reine Marguerite,Allée de Longchamp,2.2508458,48.86759804
Allée de la Reine Marguerite,Allée des Bouleaux,2.2523719,48.8698836
Allée de la Reine Marguerite,Avenue de l'Hippodrome,2.24485095,48.85853205
Allée de la Reine Marguerite,Carrefour des Anciens Combattants,2.2422625,48.8484441
Allée de la Reine Marguerite,Porte de Madrid,2.25511665,48.87399215
Allée de la Reine Marguerite,Route d'Auteuil à Suresnes,2.2435938,48.8566366
Allée de la Reine Marguerite,Route de la Grande Cascade,2.2481119,48.8634489
Allée de la Reine Marguerite,Route de la Seine à la Butte Mortemart,2.2415301,48.8535037
Allée de la Reine Marguerite,Route de la Vierge aux Berceaux,2.2460698,48.8603699
Allée de la Reine Marguerite,Route de Suresnes,2.2490547,48.8648806
Allée de la Reine Marguerite,Route du Champ d'Entraînement,2.2549881,48.8738621666667
Allée de la Reine Marguerite,Route du Point du Jour à Suresnes,2.2423969,48.8548319
Allée de la Reine Marguerite,Tunnel Ambroise Paré,2.2422229359806,48.8484785080701
Allée de la Terrasse,Voie AI/12,2.4008545,48.8291851
Allée de l'Espérance,Avenue de l'Hippodrome,2.23873915,48.8618922
Allée de l'Espérance,Route de la Seine à la Butte Mortemart,2.239142,48.8520757
Allée de l'Est,Allée des Marronniers,2.3989673,48.8296767
Allée de l'Est,Avenue des Marronniers,2.3987688,48.8295423
Allée de l'Est,Avenue des Tilleuls,2.3994182,48.8299856
Allée de Longchamp,Route de la Grande Cascade,2.2405268,48.8638694
Allée de Longchamp,Route de la Longue Queue,2.24091665,48.86413265
Allée de Longchamp,Route de La Muette à Neuilly,2.264432,48.8725229
Allée de Longchamp,Route de la Porte Dauphine à la Porte des Sablons,2.2711087,48.8749379
Allée de Longchamp,Route de l'Étoile,2.2666964,48.87329095
Allée de Longchamp,Route des Lacs à Bagatelle,2.2513378,48.8676951
Allée de Longchamp,Route des Lacs à Madrid,2.2593696,48.870661
Allée de Longchamp,Route des Moulins,2.2449882,48.8654148
Allée de Longchamp,Route de Suresnes,2.2394441,48.86376625
Allée de l'Ouest,Allée du Rond-Point,2.3477891,48.8179278
Allée de l'Ouest,Avenue des Tilleuls,2.3985401,48.8305498
Allée de Madrid à Neuilly,Allée des Érables,2.259015,48.879131
Allée de Madrid à Neuilly,Avenue du Mahatma Gandhi,2.2560458,48.8742036
Allée de Madrid à Neuilly,Route de la Porte Saint-James,2.2570987,48.8766227
Allée de Montsouris,Allée de la Vanne,2.336444,48.8239134
Allée de Montsouris,Allée du Bardo,2.336444,48.8239134
Allée de Parking - Bateaux Parisiens,Accès Entrée Parking - Bateaux Parisiens,2.2966965,48.8619598
Allée de Parking - Bateaux Parisiens,Sortie Parking - Bateaux Parisiens,2.29596,48.8616303
Allée de Rivoli,Allée du Carrousel,2.3341222,48.8614375
Allée de Rivoli,Passage du Grand Louvre,2.3341222,48.8614375
Allée de Rivoli,Place du Carrousel,2.33473232744499,48.8622204550507
Allée des Arbres,Allée de Châtillon,2.3172495,48.8234729
Allée des Arbres,Allée des Chênes verts,2.3183563,48.8230971
Allée des Arbres,Allée du Calvaire,2.3207539,48.8224397
Allée des Arbres,Avenue de la Porte de Châtillon,2.3170897,48.8235663
Allée des Bouleaux,Route de la Longue Queue,2.2489567,48.8690098
Allée des Bouleaux,Route des Lacs à Madrid,2.2583765,48.8712154
Allée des Brouillards,Place Casadesus,2.3374208,48.8885814
Allée des Buttes,Avenue des Tribunes,2.4305642,48.827122
Allée des Buttes,Route Aimable,2.4277162,48.8258018
Allée des Buttes,Route de la Pompadour,2.4286044,48.8262106
Allée des Chapelles,Allée de Châtillon,2.3169141,48.8226576
Allée des Charmes,Avenue des Tilleuls,2.3981186,48.8308553
Allée des Chênes verts,Allée des Chapelles,2.3179345,48.8224262
Allée des Dames,Boulevard Périphérique Intérieur,2.26377463251506,48.860541201079
Allée des Dames,Chemin de Ceinture du Lac Inférieur,2.2599913,48.8604453
Allée des Dames,Route des Pins,2.262888,48.8605187
Allée des Fortifications,Allée des Dames,2.2646787,48.8605672
Allée des Fortifications,Avenue de Saint-Cloud,2.26544595,48.8626277
Allée des Fortifications,Place de la Porte d'Auteuil,2.257773025,48.84856295
Allée des Fortifications,Route des Lacs à Passy,2.26298458,48.85788166
Allée des Frères Voisin,Boulevard des Frères Voisin,2.2723145,48.8279531
Allée des Frères Voisin,Rue du Colonel Pierre Avia,2.2735883,48.8285364
Allée des Houx,Allée des Arbres,2.3179841,48.8232236
Allée des Houx,Allée des Chapelles,2.3175413,48.8225154
Allée des Lapins,Allée Cavalière,2.4254902,48.8333827
Allée des Lapins,Parcours Santé,2.4252564,48.8335539
Allée des Lapins,Route de l'Asile National,2.4221604,48.8355994
Allée des Maronniers,Avenue du Mahatma Gandhi,2.2623779,48.8758931
Allée des Marronniers,Avenue de l'Est,2.3993106,48.8293817
Allée des Marronniers,Avenue des Acacias,2.3993106,48.8293817
Allée des Marronniers,Avenue des Marronniers,2.3986267,48.8299759
Allée des Poteaux,Allée Fortunée,2.2723491,48.8722891
Allée des Poteaux,Allée Saint-Denis,2.2680953,48.8717014
Allée des Poteaux,Route de la Porte Dauphine à la Porte des Sablons,2.2737484,48.8723898
Allée des Poteaux,Route des Lacs à la Porte des Sablons,2.2707093,48.8721946
Allée des Refuzniks,Allée Thomy Thierry,2.2940543,48.8570283
Allée des Refuzniks,Avenue Octave Gréard,2.2940543,48.8570283
Allée des Sergents de la Rochelle,Allée Circulaire,2.325234,48.8385088
Allée des Sergents de la Rochelle,Allée Lenoir,2.3256757,48.8390719
Allée des Sergents de la Rochelle,Allée Raffet,2.3247944,48.8379267
Allée Django Reinhardt,Rue du Château des Rentiers,2.3608798,48.8313032
Allée Django Reinhardt,Rue Nationale,2.3621565,48.832642
Allée Django Reinhardt,Rue Yéo Thomas,2.3616355,48.8315471
Allée du Bardo,Allée de la Vanne,2.336444,48.8239134
Allée du Belvédère,Galerie de la Villette,2.38843555033647,48.8922439246686
Allée du Belvédère,Galerie de l'Ourcq,2.3871839,48.892083
Allée du Bord de l'Eau,Boulevard du Général Koenig,2.2464884,48.8761177
Allée du Bord de l'Eau,Boulevard Richard Wallace,2.2464884,48.8761177
Allée du Bord de l'Eau,Carrefour des Tribunes,2.22929253333333,48.8622297
Allée du Bord de l'Eau,Chemin des Pépinières,2.2262102,48.855379
Allée du Bord de l'Eau,Pont de Puteaux,2.2463619,48.87615365
Allée du Bord de l'Eau,Route de Suresnes,2.23163000991231,48.8664137871752
Allée du Calvaire,Allée des Chapelles,2.3204036,48.8218864
Allée du Calvaire,Allée des Prunus,2.320553,48.8221224
Allée du Calvaire,Allée du Four,2.3202113,48.8215787
Allée du Calvaire,Allée du Maquis,2.3209434,48.8227454
Allée du Capitaine Dronne,Allée de la 2e Division Blindée,2.3186076,48.8396084333333
Allée du Carrousel,Passage du Grand Louvre,2.3341222,48.8614375
Allée du Cercle,Quai de l'Ourcq,2.38996495,48.89387995
Allée du Chef d'Escadron de Guillebon,Allée de la 2e Division Blindée,2.3186076,48.8396084333333
Allée du Chef d'Escadron de Guillebon,Allée du Capitaine Dronne,2.31886755,48.839832
Allée du Columbarium,Avenue des Acacias,2.399656,48.8291214
Allée du Commandant Raynal,Allée Le Gramat,2.278802,48.8424967
Allée du Commandant Raynal,Rue Cauchy,2.2784725,48.8421119
Allée du Four,Allée de Châtillon,2.3170985,48.8222747
Allée du Général Denain,Place Dupleix,2.2953089,48.851293
Allée du Général Denain,Rue Desaix,2.2929744,48.8528149
Allée du Lac,Allée de la Vanne,2.3388273,48.8242148
Allée du Parc de Choisy,Avenue de Choisy,2.3601235,48.8259182
Allée du Père Julien Dhuit,Rue des Envierges,2.3868809,48.8719815
Allée du Père Julien Dhuit,Rue du Père Julien Dhuit,2.3854175,48.8726047
Allée du Philosophe,Boulevard Voltaire,2.3840132,48.855561
Allée du Professeur Jean Bernard,Quai de Valmy,2.363314,48.8753003
Allée du Puits,Allée de Montsouris,2.3358517,48.8233628
Allée du Puits,Allée du Bardo,2.337545,48.8223162
Allée du Puits,Sentier du Tunnel,2.3369274,48.8222936
Allée du Révérend Père Michel Riquet,Place Saint-Sulpice,2.3338295,48.8505796
Allée du Séminaire,Rue de Vaugirard,2.3329364,48.8487497
Allée du Zénith,Allée du Belvédère,2.3930611,48.8928859
Allée du Zénith,Avenue Jean Jaurès,2.3929402,48.88877905
Allée Elsa Triolet,Allée Jules Supervielle,2.34491240939437,48.8629253052959
Allée Elsa Triolet,Souterrain Grande Boucle (Voie BCL),2.34466108031674,48.8630181630176
Allée Eugène Beaudouin,Passage Eugène Baudoin,2.2662018,48.8538218
Allée Fortunée,Allée des Poteaux,2.2723491,48.8722891
Allée Fortunée,Avenue de Saint-Cloud,2.2432755,48.849158
Allée Fortunée,Route de la Porte Dauphine à la Porte des Sablons,2.2728102,48.8730075
Allée Gabrielle d'Estrées,Rue Rampal,2.3797863,48.8732684
Allée Gaston Bachelard,Boulevard Brune,2.3147177,48.825714775
Allée Georges Ville,Allée Haüy,2.361605,48.8431895
Allée Gérard de Nerval,Allée Paul Verlaine,2.3401803,48.8280633
Allée Guy de la Brosse,Allée Alfred Lacroix-Edmond Perrier,2.36026051623328,48.8434707716821
Allée Guy de la Brosse,Allée Haüy,2.3605738,48.8429244
Allée Henri Dunant,Voie Léonie Kastner,2.3140828,48.8277342
Allée Irène Némirovsky,Allée Marianne Breslauer,2.2841513,48.8414099
Allée Isadora Duncan,Allée Irène Némirovsky,2.2831047,48.8418265
Allée Isadora Duncan,Rue de la Convention,2.2840453,48.8428601
Allée Jacques Garnerin,Allée de la Comtesse de Ségur,2.3118022,48.8796251
Allée Jacques Garnerin,Allée Michel Berger,2.3118022,48.8796251
Allée Jean-Jacques Servan-Schreiber,Parking Wilson 1,2.2909103,48.8639427
Allée Jean Paulhan,Allée Adrienne Lecouvreur,2.2963445,48.8585892
Allée Jean Paulhan,Avenue Gustave Eiffel,2.2963445,48.8585892
Allée Jean Sablon,Boulevard Suchet,2.2647909,48.857213
Allée Jean Sablon,Chaussée de la Muette,2.2703829,48.8582659
Allée Joseph Récamier,Allée Eugénie,2.2979694,48.8352717
Allée Jussieu,Allée Alfred Lacroix-Edmond Perrier,2.36077568082178,48.8436038727471
Allée Jussieu,Allée Haüy,2.3611071,48.8430615
Allée Le Gramat,Rue Gutenberg,2.2794729,48.8422304
Allée Léon Bourgeois,Avenue Octave Gréard,2.293561,48.856682
Allée Léon Bourgeois,Quai Branly,2.2917358,48.8578402
Allée Louise Labé,Rue Rébeval,2.3787231,48.874639
Allée Maintenon,Rue de Vaugirard,2.3217504,48.8455587
Allée Mangin,Allée Alfred Lacroix-Edmond Perrier,2.3572343,48.8426889
Allée Mangin,Allée Haüy,2.3575567,48.8421489
Allée Marc Chagall,Avenue d'Italie,2.3592648,48.8197702
Allée Marcel Bernard,Allée Suzanne Lenglen,2.2482656,48.846869
Allée Marcel Proust,Avenue Gabriel,2.3158745,48.8683187
Allée Marguerite Yourcenar,Rue Desaix,2.2933988,48.8531679
Allée Maria Doriath,Boulevard de Charonne,2.3982932,48.8511625
Allée Marianne Breslauer,Rue de la Convention,2.285061,48.8423975
Allée Marie-Laurent,Rue de Buzenval,2.402421,48.8496545
Allée Marius Barroux,Boulevard Sérurier,2.4056037,48.87797955
Allée Maurice Baumont,Avenue Anatole France,2.2955018,48.8579095
Allée Michel Berger,Allée de la Comtesse de Ségur,2.3118022,48.8796251
Allée Nina Simone,Boulevard Arago,2.3362153,48.8345155
Allée Nina Simone,Rue Leclerc,2.3364581,48.8340455
Allée Nouvelle,Allée de la Glacière,2.3480418,48.8173797
Allée Nouvelle,Allée de l'Ouest,2.3475053,48.8175554
Allée Paris-Ivry,Boulevard du Général Jean Simon,2.38423118804431,48.8265049556801
Allée Paul Deschanel,Avenue Silvestre de Sacy,2.2969453,48.858996
Allée Paul Verlaine,Allée Guillaume Appolinaire,2.3401228,48.8278981
Allée Pierre-Christian Taittinger,Avenue Henri Martin,2.2772844,48.8641468
Allée Pierre Lazareff,Rue des Petits Carreaux,2.34728,48.8671989
Allée Pierre Lazareff,Rue Dussoubs,2.3494727,48.866903
Allée Pierre Lazareff,Rue Réaumur,2.349267975,48.86694605
Allée Pilâtre de Rosier,Allée Davia,2.2714981,48.8583972
Allée Pilâtre de Rosier,Avenue Raphaël,2.2678159,48.8616782
Allée Pilâtre de Rosier,Chaussée de la Muette,2.2716101,48.8583192
Allée Principale,Allée Circulaire,2.32613045,48.8382067
Allée Principale,Allée Lenoir,2.3265707,48.8387807
Allée Principale,Allée Raffet,2.3256902,48.8376327
Allée Principale,Avenue du Boulevard,2.32633815,48.83847175
Allée Principale,Avenue du Nord,2.3270254,48.8393686
Allée René Jeannel,Allée Nicolas Houël,2.359822,48.8412332
Allée Rimski-Korsakov,Rue Tristan Tzara,2.3656161,48.8948035
Allée Royale,Route de la Tourelle,2.4305524,48.8356529
Allée Saint-Denis,Avenue de l'Hippodrome,2.24694224285714,48.8580623857143
Allée Saint-Denis,Chemin de la Croix Catelan,2.2548539,48.8642532
Allée Saint-Denis,Route de la Grande Cascade,2.253323,48.8632231
Allée Saint-Denis,Route de la Seine à la Butte Mortemart,2.243484,48.8535529
Allée Saint-Denis,Route des Lacs à la Porte des Sablons,2.2709985,48.8734947
Allée Saint-Denis,Route du Point du Jour à Bagatelle,2.2512207,48.8616826
Allée Saint-Denis,Route du Point du Jour à Suresnes,2.2435347,48.8537891
Allée Saint-Denis,Route du Pré Catelan,2.2572166,48.8661449
Allée Saint-Denis,Route Sablonneuse,2.2669008,48.8711082
Allée Samuel Beckett,Rue d'Alésia,2.3349773,48.8274518
Allée Samuel Beckett,Rue des Artistes,2.3350212,48.8273268
Allée Sigmund Freud,Avenue de l'Hôpital Général,2.3676376,48.8355487
Allée Suzanne Lenglen,Avenue de la Porte d'Auteuil,2.2489449,48.8480124
Allée Suzanne Lenglen,Boulevard d'Auteuil,2.2479121,48.8462327
Allée Thomy Thierry,Avenue du Docteur Brouardel,2.2959411,48.855826
Allée Thomy Thierry,Avenue du Général Détrie,2.2990331,48.8538225
Allée Thomy Thierry,Avenue du Général Tripier,2.2975614,48.8547762
Allée Thomy Thierry,Avenue Joseph Bouvard,2.296879,48.8552183
Allée Thomy Thierry,Avenue Octave Gréard,2.2940543,48.8570283
Allée Thomy Thierry,Parking Tour Eiffel,2.2967536,48.8552996
Allée Thomy Thierry,Rue Champfleury,2.2980545,48.8544566
Allée Thomy Thierry,Rue du Général Lambert,2.2951607,48.8563317
Allée Thomy Thierry,Rue Jean Carriès,2.3002811,48.8530137
Allée Transversale,Allée Principale,2.4035783,48.8607636
Allée Verhaeren,Allée Rodenbach,2.337784,48.8335813
Allée Verte,Boulevard Richard Lenoir,2.3718154,48.859767
Allée Verte,Rue Nicolas Appert,2.3700832,48.8593139
Allée Vivaldi,Coulée Verte René-Dumont,2.3928048,48.841122
Allée Vivaldi,Rue Antoine-Julien Hénard,2.38939775,48.84188
Allée Vivaldi,Rue Brahms,2.3927795,48.8410443
Allée Vivaldi,Rue Paul Dukas,2.3919937,48.8412153
Autoroute de l’Est,Avenue de Gravelle,2.455619950087,48.8177466013709
Autoroute de l’Est,Avenue du Tremblay,2.4647187975317,48.8258748694062
Autoroute de l’Est,Route de la Pyramide,2.46068459854168,48.8204564404964
Autoroute de Normandie,Tunnel Ambroise Paré,2.2436969,48.8483184
Autoroute du Soleil,Avenue de la Porte d'Italie,2.36034738125278,48.8163788485506
Autoroute du Soleil,Boulevard Périphérique Extérieur,2.35674830952049,48.8163941630463
Autoroute du Soleil,Boulevard Périphérique Intérieur,2.36214773552749,48.8166568458793
Autoroute du Soleil,Rue Jacques Destrée,2.35650878643598,48.8160715383757
Avenue Adrien Hébrard,Avenue Mozart,2.2689868,48.8539726
Avenue Adrien Hébrard,Place Rodin,2.2707744,48.8533383
Avenue Adrien Hébrard,Rue Serge Prokofiev,2.2689868,48.8539726
Avenue Adrien Hébrard,Square Leroy-Beaulieu,2.26956745,48.8537648
Avenue Aguado,Avenue Circulaire,2.3978848,48.8626457
Avenue Aguado,Avenue Transversale n°2,2.3956862,48.8619142
Avenue Albert 1er de Monaco,Avenue Hussein 1er de Jordanie,2.2887899,48.8614544
Avenue Albert 1er de Monaco,Place de Varsovie,2.2905848,48.8603243
Avenue Albert Bartholomé,Avenue de la Porte Brancion,2.3011047,48.82757375
Avenue Albert Bartholomé,Avenue de la Porte de la Plaine,2.29235316,48.82947158
Avenue Albert Bartholomé,Avenue de la Porte de Plaisance,2.2958218,48.8286999
Avenue Albert Bartholomé,Rue Antonin Mercié,2.3001463,48.8277285
Avenue Albert Bartholomé,Rue Léon Dierx,2.2993062,48.8278574
Avenue Albert Bartholomé,Square Brancion,2.3004975,48.827668
Avenue Albert de Mun,Avenue de New York,2.2931353,48.8621567
Avenue Albert de Mun,Avenue des Nations-Unies,2.29196357142857,48.8628073285714
Avenue Albert de Mun,Avenue du Président Wilson,2.2906444,48.8637789
Avenue Alphand,Avenue Michal,2.382189,48.8820648
Avenue Alphand,Rue Allard,2.4139968,48.8397256
Avenue Alphand,Rue Baudin,2.4148434,48.8380723
Avenue Alphand,Rue Piccini,2.2842418,48.8748484
Avenue Alphand,Rue Sacrot,2.4139968,48.8397256
Avenue Alphonse XIII,Rue de l'Abbé Gillet,2.280637,48.8569054
Avenue Alphonse XIII,Rue Raynouard,2.2816207,48.8562072
Avenue Anatole France,Place Jacques Rueff,2.2984067,48.8561946
Avenue André Rivoire,Avenue Lucien Descaves,2.3326753,48.8181204
Avenue André Rivoire,Avenue Pierre Masse,2.33271225647369,48.8181908447677
Avenue André Rivoire,Boulevard Périphérique Extérieur,2.33281261600161,48.8183821455851
Avenue André Rivoire,Boulevard Périphérique Intérieur,2.33285889940189,48.8184703689207
Avenue Aristide Briand,Avenue de la Porte d'Orléans,2.3254352,48.8203655
Avenue Aristide Briand,Boulevard Périphérique Extérieur,2.3254658431459,48.8200265896065
Avenue Aristide Briand,Boulevard Périphérique Intérieur,2.32545133023059,48.8201668030948
Avenue Aristide Briand,Boulevard Romain Rolland,2.32554292,48.8198462
Avenue Armand Rousseau,Place Édouard Renard,2.40828096666667,48.8351185666667
Avenue Armand Rousseau,Rue de l'Amiral La Roncière Le Noury,2.4089926,48.8360544
Avenue Armand Rousseau,Rue Montesquiou-Fezensac,2.4090395,48.8361172
Avenue Beaucour,Rue du Faubourg Saint-Honoré,2.3014661,48.8766514
Avenue Benoît Frachon,Avenue Léon Gaumont,2.4156947,48.8521068
Avenue Benoît Frachon,Rue de la République,2.4156947,48.8521068
Avenue Benoît Frachon,Rue de Paris,2.4152639,48.85431515
Avenue Bertie Albrecht,Accès Parking Hoche,2.3012229,48.8762733
Avenue Bertie Albrecht,Avenue Hoche,2.3012108,48.8763501
Avenue Bertie Albrecht,Rue Beaujon,2.3010452,48.8749392
Avenue Bosquet,Quai Branly,2.3019543,48.8623024
Avenue Bosquet,Rue de Grenelle,2.30430386666667,48.8571261333333
Avenue Bosquet,Rue de l'Université,2.30232073333333,48.8611562
Avenue Bosquet,Rue du Champ de Mars,2.304791275,48.856203625
Avenue Bosquet,Rue Dupont des Loges,2.3034244,48.8588396
Avenue Bosquet,Rue Saint-Dominique,2.303505625,48.858810725
Avenue Boutroux,Avenue Claude Régaud,2.37252266666667,48.8215336
Avenue Boutroux,Avenue de la Porte de Vitry,2.3777955,48.82295
Avenue Boutroux,Rue Darmesteter,2.3758291,48.8223183
Avenue Boutroux,Square de la Limagne,2.3771328,48.8226504
Avenue Boutroux,Square du Velay,2.3765462,48.8225018
Avenue Brunetière,Avenue de la Porte d'Asnières,2.3025282,48.8910624
Avenue Brunetière,Passage de la Hutte aux Gardes,2.3025282,48.8910624
Avenue Brunetière,Rue de Saint-Marceaux,2.301923,48.8907768
Avenue Brunetière,Rue du Marquis d'Arlandes,2.3001386,48.8899329
Avenue Bugeaud,Place Victor Hugo,2.2850247,48.8697349
Avenue Bugeaud,Rue de la Pompe,2.282802,48.870228
Avenue Bugeaud,Rue du Général Clergerie,2.2834565,48.870082
Avenue Caffieri,Rue de Sainte-Hélène,2.3517185,48.8200379
Avenue Caffieri,Rue Gouthière,2.3517185,48.8200379
Avenue Caffieri,Rue Max Jacob,2.3528334,48.8202225
Avenue Cail,Chemin G. Hainl,2.3921599,48.8629321
